fiscal_year,contracting_agency_name,contracting_office_name,dollars_obligated,funding_office_name,psc_description,psc,vendor_name
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,56.58,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,321.73,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,81.56,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,388.55,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,377.88,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,118.74,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,390.04,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,900.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2236.71,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,259.47,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,115.88,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,58.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,47.63,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5699.84,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2960.4,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,0.02,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,64.88,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24.64,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2017Q1,DEFENSE LOGISTICS AGENCY,DLA ENERGY,38612.56,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,AIR B P LTD
FY2017Q1,DEFENSE LOGISTICS AGENCY,DLA ENERGY,68708.99,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,AIR B P LTD
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,797.59,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1072.48,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,603.31,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1125.14,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1746.81,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1866.18,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,759.1,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,764.94,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,374.62,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,645.88,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,148.52,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,51.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,329.18,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,625.84,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,57.94,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,11607.42,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,293.46,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,720.72,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,720.72,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,405.7,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,958.55,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,812.74,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1313.06,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,768.81,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,290.07,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,985.89,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1512.31,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,411.45,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,562.43,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,987.06,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1801.66,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1664.43,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,605.99,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,312.48,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,229.35,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,487.42,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8603.15,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1761.3,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,501.92,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1132.33,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1853.83,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,349.66,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,266.06,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,449.47,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,583.06,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1593.96,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,833.28,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1281.8,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,370.72,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,444.87,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,534.66,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,686.52,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,378.47,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,533.59,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,419.22,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,176.9,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,265.76,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,604.74,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,370.07,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,424.88,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,355.35,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,378.96,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,248.69,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,291.06,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,284.29,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,447.73,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,195.64,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,290.9,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1112.88,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1853.8,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,493.36,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,349.16,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,282.8,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,150.54,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1663.05,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,20.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2054.32,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8174.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,60596.59,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,120285.84,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,16663.75,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,102763.49,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,26907.18,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31132.94,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,64602.02,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,60649.17,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,38701.07,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,188072.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,79605.69,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,118067.34,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,86910.9,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,15646.41,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,14930.59,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17338.23,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2573.66,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4345.6,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4.22,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,66897.02,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31154.24,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,73739.8,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,13875.63,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,75185.79,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,61786.94,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2020Q2,DEFENSE LOGISTICS AGENCY,DLA ENERGY,538.05,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,PIKE AVIATION INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1605.47,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,49321.94,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,61438.94,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,44398.65,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,398616.82,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,377.76,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,132611.34,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12082.46,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6123.04,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6103.81,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6123.04,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6103.81,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12.03,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,11149.15,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,166.54,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,169.83,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"STERN PRODUCE COMPANY, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5466.8,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"FRESHPACK PRODUCE, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2645.16,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"FRESHPACK PRODUCE, INC."
